ITEM_20150511_005085	破旗森林偵察報告書，字跡潦草到令人吃驚，可以閱讀，但是…
ITEM_20150511_005086	整理研究王陵記錄的卷宗。可以閱讀。
ITEM_20150511_005087	尤那斯奉獻一生研究的記錄物。可以閱讀。
ITEM_20150511_005088	聯合調查團員史考特送來的可疑的動向報告書，可以閱讀。
ITEM_20150511_005089	因為沾到血，所以內容看不太清楚，好像只能看到部份內容。
ITEM_20150511_005090	授予平安完成訓練的士兵的結業證，可以驕傲閱讀的證書。
ITEM_20150511_005091	使用於各種皮制品的皮革，雖然是活生生的，但是可以馬上使用是優點。
ITEM_20150511_005092	新王陵研究員遺失的研究資料，上頭留有腳印，不知道被誰踩過。勉強還可以閱讀。
ITEM_20150511_005093	寫著消除尖刺藤蔓方法的紙條，閱讀並熟悉吧！
ITEM_20150511_005094	船要停泊在港口時所需要的許可書。可以閱讀。
ITEM_20150511_005095	跑腿者的紙條，不能讀的說…要讀嗎？
ITEM_20150511_005096	第一個利迪亞夏班的碑石拓本。閱讀一下吧！
ITEM_20150511_005097	第二個利迪亞夏班的碑石拓本。閱讀一下吧！
ITEM_20150511_005098	第三個利迪亞夏班的碑石拓本。閱讀一下吧！
ITEM_20150511_005099	第四個利迪亞夏班的碑石拓本。閱讀一下吧！
ITEM_20150511_005100	第五個利迪亞夏班的碑石拓本。閱讀一下吧！
ITEM_20150511_005101	記載著可以變身成魔族的方法的非常老舊的文件。閱讀一下吧！
ITEM_20150511_005102	借農具時，為了以防萬一，豪拉奇烏斯的寫的信件，可以閱讀。
ITEM_20150511_005103	在迪基內岔路被發現的巴奇斯的研究資料2篇，可以閱讀。
ITEM_20150511_005104	在蛇之頸絕壁被發現的巴奇斯的研究資料3篇，可以閱讀。
ITEM_20150511_005105	在阿帕堤懸崖被發現的巴奇斯的研究資料4篇，可以閱讀。
ITEM_20150511_005106	巴奇斯的研究資料(5)
ITEM_20150511_005107	巴奇斯的研究資料4篇，可以閱讀。
ITEM_20150511_005108	祭司約瑟那的研究報告書，記載著詛咒的發現，可以閱讀。
ITEM_20150511_005109	祭司露亞那的研究報告書，記載著詛咒的解除，可以閱讀。
ITEM_20150511_005110	祭司普羅基特的研究報告書，記載著詛咒的擴散和影響，可以閱讀。
ITEM_20150511_005111	祭司約瑟那在整理好詛咒相關內容之後，讓人無法看而封印的研究報告書，一不小心就消失不見了。
ITEM_20150714_005112	劍刃的長度變長，彌補了短劍本身的缺點。
ITEM_20150714_005113	老將十字弓
ITEM_20150714_005114	斯萊奇鐵錘
ITEM_20150714_005115	約魯基斯佩迪米安棒槌
ITEM_20150714_005116	手套[皮革]
ITEM_20150714_005117	鞋子[皮革]
ITEM_20150714_005118	下衣[皮革]
ITEM_20150714_005119	手套[板金]
ITEM_20150714_005120	鞋子[板金]
ITEM_20150714_005121	下衣[板金]
ITEM_20150714_005122	手套[布]
ITEM_20150714_005123	鞋子[布]
ITEM_20150714_005124	下衣[布]
ITEM_20150714_005125	路克索那手套
ITEM_20150714_005126	路克索那靴子
ITEM_20150714_005127	路克索那短褲
ITEM_20150714_005128	路克索那布甲
ITEM_20150714_005129	路克索那皮革手套
ITEM_20150714_005130	路克索那皮革靴子
ITEM_20150714_005131	路克索那皮革短褲
ITEM_20150714_005132	路克索那皮革盔甲
ITEM_20150714_005133	路克索那鋼鐵護手套
ITEM_20150714_005134	路克索那鋼鐵靴子
ITEM_20150714_005135	路克索那鋼鐵短褲
ITEM_20150714_005136	路克索那鋼鐵盔甲
ITEM_20150714_005137	GM靴子
ITEM_20150714_005138	雖然很熟悉寒氣，但是考慮遇到極寒的狀況製作了此服裝，現在此服裝反映大師的性格，忠於其實用性的目的。
ITEM_20150714_005139	附魔師套裝
ITEM_20150714_005140	鎬頭組合
ITEM_20150714_005141	卡片組合
ITEM_20150714_005142	卡利斯臂環
ITEM_20150714_005143	15秒內每隔2秒HP恢復384，點擊滑鼠右鍵使用，冷卻時間30秒。
ITEM_20150714_005144	15秒內每隔2秒HP恢復640，點擊滑鼠右鍵使用，冷卻時間45秒。
ITEM_20150714_005145	15秒內每隔2秒HP恢復1280，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005146	具有軟嫩果肉的水果，外皮上有短短的毛。
ITEM_20150714_005147	雖然散發出難聞的問題，但卻擁有天國味道的水果。
ITEM_20150714_005148	HP恢復+80~100，很容易可以取得的肉，生吃也可以，點擊滑鼠右鍵使用。
ITEM_20150714_005149	經驗值提升+166，職業經驗值提升+127。可以一定機率獲得經驗值追加，點擊滑鼠右鍵使用。
ITEM_20150714_005150	經驗值提升+895，職業經驗值提升+689。可以一定機率獲得經驗值追加，點擊滑鼠右鍵使用。
ITEM_20150714_005151	經驗值提升+2375，職業經驗值提升+1828。可以一定機率獲得經驗值追加，點擊滑鼠右鍵使用。
ITEM_20150714_005152	經驗值提升+3155，職業經驗值提升+2429。可以一定機率獲得經驗值追加，點擊滑鼠右鍵使用。
ITEM_20150714_005153	經驗值提升+7620，職業經驗值提升+5867。可以一定機率獲得經驗值追加，點擊滑鼠右鍵使用。
ITEM_20150714_005154	經驗值提升+8190，職業經驗值提升+6306。可以一定機率獲得經驗值追加，點擊滑鼠右鍵使用。
ITEM_20150714_005155	經驗值提升+20104，職業經驗值提升+15480。可以一定機率獲得經驗值追加，點擊滑鼠右鍵使用。
ITEM_20150714_005156	經驗值提升+47383，職業經驗值提升+36484。可以一定機率獲得經驗值追加，點擊滑鼠右鍵使用。
ITEM_20150714_005157	經驗值提升+79314，職業經驗值提升+61071。可以一定機率獲得經驗值追加，點擊滑鼠右鍵使用。
ITEM_20150714_005158	LV10 經驗值卡片
ITEM_20150714_005159	經驗值提升+69778，職業經驗值提升+53729。可以一定機率獲得經驗值追加，點擊滑鼠右鍵使用。
ITEM_20150714_005160	LV11 經驗值卡片
ITEM_20150714_005161	經驗值提升+180341，職業經驗值提升+138862。可以一定機率獲得經驗值追加，點擊滑鼠右鍵使用。
ITEM_20150714_005162	LV12 經驗值卡片
ITEM_20150714_005163	經驗值提升+202718，職業經驗值提升+156092。可以一定機率獲得經驗值追加，點擊滑鼠右鍵使用。
ITEM_20150714_005164	LV13 經驗值卡片
ITEM_20150714_005165	經驗值提升+448276，職業經驗值提升+345172。可以一定機率獲得經驗值追加，點擊滑鼠右鍵使用。
ITEM_20150714_005166	修理藥水
ITEM_20150714_005167	恢復裝備耐久度，點擊滑鼠右鍵使用。
ITEM_20150714_005168	15秒內每隔2秒HP恢復1920，點擊滑鼠右鍵使用，冷卻時間45秒。
ITEM_20150714_005169	15秒內每隔2秒HP恢復2080，點擊滑鼠右鍵使用，冷卻時間45秒。
ITEM_20150714_005170	15秒內每隔2秒HP恢復2240，點擊滑鼠右鍵使用，冷卻時間45秒。
ITEM_20150714_005171	15秒內每隔2秒HP恢復2400，點擊滑鼠右鍵使用，冷卻時間45秒。
ITEM_20150714_005172	15秒內每隔2秒HP恢復2560，點擊滑鼠右鍵使用，冷卻時間45秒。
ITEM_20150714_005173	15秒內每隔2秒HP恢復2720，點擊滑鼠右鍵使用，冷卻時間45秒。
ITEM_20150714_005174	15秒內每隔2秒HP恢復2880，點擊滑鼠右鍵使用，冷卻時間45秒。
ITEM_20150714_005175	15秒內每隔2秒HP恢復3040，點擊滑鼠右鍵使用，冷卻時間45秒。
ITEM_20150714_005176	15秒內每隔2秒HP恢復3200，點擊滑鼠右鍵使用，冷卻時間45秒。
ITEM_20150714_005177	15秒內每隔2秒HP恢復3360，點擊滑鼠右鍵使用，冷卻時間45秒。
ITEM_20150714_005178	15秒內每隔2秒HP恢復3520，點擊滑鼠右鍵使用，冷卻時間45秒。
ITEM_20150714_005179	15秒內每隔2秒HP恢復3680，點擊滑鼠右鍵使用，冷卻時間45秒。
ITEM_20150714_005180	15秒內每隔2秒HP恢復3840，點擊滑鼠右鍵使用，冷卻時間45秒。
ITEM_20150714_005181	格擋增加藥水 LV1
ITEM_20150714_005182	180秒內格擋提升+50，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005183	格擋增加藥水 LV2
ITEM_20150714_005184	180秒內格擋提升+65，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005185	格擋增加藥水 LV3
ITEM_20150714_005186	180秒內格擋提升+80，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005187	格擋增加藥水 LV4
ITEM_20150714_005188	180秒內格擋提升+95，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005189	格擋增加藥水 LV5
ITEM_20150714_005190	180秒內格擋提升+110，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005191	格擋增加藥水 LV6
ITEM_20150714_005192	180秒內格擋提升+125，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005193	格擋增加藥水 LV7
ITEM_20150714_005194	180秒內格擋提升+140，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005195	格擋增加藥水 LV8
ITEM_20150714_005196	180秒內格擋提升+155，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005197	格擋增加藥水 LV9
ITEM_20150714_005198	180秒內格擋提升+170，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005199	格擋增加藥水 LV10
ITEM_20150714_005200	180秒內格擋提升+185，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005201	格擋增加藥水 LV11
ITEM_20150714_005202	180秒內格擋提升+200，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005203	格擋增加藥水 LV12
ITEM_20150714_005204	180秒內格擋提升+215，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005205	格擋增加藥水 LV13
ITEM_20150714_005206	180秒內格擋提升+230，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005207	格擋增加藥水 LV14
ITEM_20150714_005208	180秒內格擋提升+245，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005209	格擋增加藥水 LV15
ITEM_20150714_005210	180秒內格擋提升+260，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005211	暴擊攻擊力增加藥水 LV1
ITEM_20150714_005212	180秒內暴擊攻擊力提升+32，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005213	暴擊攻擊力增加藥水 LV2
ITEM_20150714_005214	180秒內暴擊攻擊力提升+44，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005215	暴擊攻擊力增加藥水 LV3
ITEM_20150714_005216	180秒內暴擊攻擊力提升+56，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005217	暴擊攻擊力增加藥水 LV4
ITEM_20150714_005218	180秒內暴擊攻擊力提升+68，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005219	暴擊攻擊力增加藥水 LV5
ITEM_20150714_005220	180秒內暴擊攻擊力提升+80，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005221	暴擊攻擊力增加藥水 LV6
ITEM_20150714_005222	180秒內暴擊攻擊力提升+92，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005223	暴擊攻擊力增加藥水 LV7
ITEM_20150714_005224	180秒內暴擊攻擊力提升+104，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005225	暴擊攻擊力增加藥水 LV8
ITEM_20150714_005226	180秒內暴擊攻擊力提升+116，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005227	暴擊攻擊力增加藥水 LV9
ITEM_20150714_005228	180秒內暴擊攻擊力提升+128，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005229	暴擊攻擊力增加藥水 LV10
ITEM_20150714_005230	180秒內暴擊攻擊力提升+140，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005231	暴擊攻擊力增加藥水 LV11
ITEM_20150714_005232	180秒內暴擊攻擊力提升+152，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005233	暴擊攻擊力增加藥水 LV12
ITEM_20150714_005234	180秒內暴擊攻擊力提升+164，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005235	暴擊攻擊力增加藥水 LV13
ITEM_20150714_005236	180秒內暴擊攻擊力提升+176，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005237	暴擊攻擊力增加藥水 LV14
ITEM_20150714_005238	180秒內暴擊攻擊力提升+188，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005239	暴擊攻擊力增加藥水 LV15
ITEM_20150714_005240	180秒內暴擊攻擊力提升+200，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005241	魔法增幅增加藥水 LV1
ITEM_20150714_005242	180秒內魔法增幅上升+10，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005243	魔法增幅增加藥水 LV2
ITEM_20150714_005244	180秒內魔法增幅上升+14，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005245	魔法增幅增加藥水 LV3
ITEM_20150714_005246	180秒內魔法增幅上升+18，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005247	魔法增幅增加藥水 LV4
ITEM_20150714_005248	180秒內魔法增幅上升+22，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005249	魔法增幅增加藥水 LV5
ITEM_20150714_005250	180秒內魔法增幅上升+26，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005251	魔法增幅增加藥水 LV6
ITEM_20150714_005252	180秒內魔法增幅上升+30，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005253	魔法增幅增加藥水 LV7
ITEM_20150714_005254	180秒內魔法增幅上升+34，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005255	魔法增幅增加藥水 LV8
ITEM_20150714_005256	180秒內魔法增幅上升+38，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005257	魔法增幅增加藥水 LV9
ITEM_20150714_005258	180秒內魔法增幅上升+42，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005259	魔法增幅增加藥水 LV10
ITEM_20150714_005260	180秒內魔法增幅上升+46，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005261	魔法增幅增加藥水 LV11
ITEM_20150714_005262	180秒內魔法增幅上升+50，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005263	魔法增幅增加藥水 LV12
ITEM_20150714_005264	180秒內魔法增幅上升+54，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005265	魔法增幅增加藥水 LV13
ITEM_20150714_005266	180秒內魔法增幅上升+58，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005267	魔法增幅增加藥水 LV14
ITEM_20150714_005268	180秒內魔法增幅上升+62，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005269	魔法增幅增加藥水 LV15
ITEM_20150714_005270	180秒內魔法增幅上升+66，點擊滑鼠右鍵使用，冷卻時間60秒。
ITEM_20150714_005271	啟示錄 ： 對立篇圖鑑
ITEM_20150714_005272	啟示錄 ： 移民篇圖鑑
ITEM_20150714_005273	LV1 寶石研磨劑
ITEM_20150714_005274	LV2 寶石研磨劑
ITEM_20150714_005275	複雜的齒輪
ITEM_20150714_005276	好像是用在複雜的機械上的齒輪，可以從路克索那重建團西館的提線木偶身上獲得。
ITEM_20150714_005277	圖拉漢盔甲破片
ITEM_20150714_005278	圖拉漢盔甲破片，可以從路克索那重建團東館的圖拉漢身上獲得。
ITEM_20150714_005279	沉重的廢鐵塊，可以從鐵錨中獲得。
ITEM_20150714_005280	貝爾皮奇的晶球
ITEM_20150714_005281	和迪摩的晶球類似，但是有些微的色差，可以從貝爾皮奇身上獲得。
ITEM_20150714_005282	克里葵歐之核
ITEM_20150714_005283	變異型怪物的動力源-核的變形，如果操作錯誤，凝聚的魔力有可能會爆炸，可以從克里葵歐身上獲得。
ITEM_20150714_005284	浩內斯和拉伊歐斯的老師所留下的記錄，據說記載了很重要的內容。
ITEM_20150714_005285	卡樂卡修的種子
ITEM_20150714_005286	葛利查頓角
ITEM_20150714_005287	巴普的堅硬外殼
ITEM_20150714_005288	吉努特卡斯的堅硬之角
ITEM_20150714_005289	怪物的毒
ITEM_20150714_005290	巴普的津液
ITEM_20150714_005291	吉努特卡斯的尾巴破片
ITEM_20150714_005292	普巫葛的驅動核
ITEM_20150714_005293	散發香味的石粉
ITEM_20150714_005294	朝聖者們之濃縮憤怒。
ITEM_20150714_005295	石化的先遣隊遺物
ITEM_20150714_005296	清爽的藥丸
ITEM_20150714_005297	在凱爾利斯騎士團為了石化城的工作者而製造的涼爽口味的藥丸。
ITEM_20150714_005298	黑暗結晶
ITEM_20150714_005299	蘊藏靈氣的寶珠
ITEM_20150714_005300	可以聚集靈氣的晶球，根據使用性質的不同，可以聚集靈氣，也可以提取靈氣。
ITEM_20150714_005301	智慧的引導石
ITEM_20150714_005302	帶領前往正確道路的神秘寶石。
ITEM_20150714_005303	真實之眼破片
ITEM_20150714_005304	真實之眼破碎的碎片，收集齊全並復原後才可以使用。
ITEM_20150714_005305	真實之眼
ITEM_20150714_005306	可以見到靈魂的實體，對沒有實體的怪物使用看看。
ITEM_20150714_005307	靈魂的結晶
ITEM_20150714_005308	具有引領彷徨靈魂的力量，尋找濃縮的怨恨時需要。
ITEM_20150714_005309	點擊滑鼠右鍵即可使用
ITEM_20150714_005310	弟子浩內斯將老師所說的話記錄下來的紙條，可以知道設置於利堤尼斯地下墓的裝置解除的方法，可以閱讀。
ITEM_20150714_005311	契約的空間魔石破片
ITEM_20150714_005312	破碎的契約的空間魔石破片，為了發揮正常功能，需要進行復原作業。
ITEM_20150714_005313	如果收集更多其它的空間魔石，可以前往老師所躲藏的場所。
ITEM_20150714_005314	空間移動時所使用的魔石，可以前往老師所躲藏的場所。
ITEM_20150714_005315	奎波爾比塔的淨化粉
ITEM_20150714_005316	奎波爾比塔給的蘊藏神聖淨化氣息的粉末，可以淨化邪惡氣息。
ITEM_20150714_005317	被契約綁著的遺骨
ITEM_20150714_005318	因為和魔族之間的契約，而屬於魔族的遺骨，就算死亡也無法獲得自由。
ITEM_20150714_005319	充滿巴利烏斯魔力的胸針
ITEM_20150714_005320	感受到巴利烏斯的魔力。
ITEM_20150714_005321	抑制魔氣的印章
ITEM_20150714_005322	巴利烏斯生前所製作的具有力量去抑制魔氣的印章。
ITEM_20150714_005323	可以吸收微小的石化霜的魔法卷軸。
ITEM_20150714_005324	希爾特的信物
ITEM_20150714_005325	碰到希爾特的信物的怪物，防禦力會變弱，移動速度會略微增加。
ITEM_20150714_005326	寒冰法師科斯塔斯委託的石化探測器驅動核，但發生故障了。
ITEM_20150714_005327	怪物亢奮劑
ITEM_20150714_005328	對中心街道的怪物們使用，怪物會狂奔！
ITEM_20150714_005329	改良的限時炸彈
ITEM_20150714_005330	一定時間後會引起大騷動的強力炸彈。
ITEM_20150714_005331	黏稠的體液
ITEM_20150714_005332	加工炸彈
ITEM_20150714_005333	硬火藥
ITEM_20150714_005334	王國軍的傳單
ITEM_20150714_005335	600年前，露克立斯叛亂時，王國軍方面散佈的勸誘投降的傳單。
ITEM_20150714_005336	魔君主哈勃克被撕裂靈魂的一部份。
ITEM_20150714_005337	哈勃克的靈魂為了逃走自我分裂了。
ITEM_20150714_005338	大地要塞建設當時，工人們使用過的炸藥，只要一點火就會爆炸。
ITEM_20150714_005339	傳聞說在王陵建築者禮拜堂可以聽見王者之聲。
ITEM_20150714_005340	反應石
ITEM_20150714_005341	消滅路克索那市場的怪物們所獲得的反應石。
ITEM_20150714_005342	維拉斯草葉
ITEM_20150714_005343	如果搓揉這草會發出濃烈的香氣，據說怪物們會聞香而來，搓揉之後塗在物品上，怪物們會以為是自己的巢穴而進行守護。
ITEM_20150714_005344	毀損的遺物
ITEM_20150714_005345	為了消化而毀損得很嚴重的遺物，很難才可以看出形體。
ITEM_20150714_005346	希爾特結晶
ITEM_20150714_005347	從長時間曝露在石化霜的怪物身上發現的結晶，經過加工會產生短時間對石化霜的免疫力。
ITEM_20150714_005348	魔力催化劑
ITEM_20150714_005349	從曝露在魔力蒸氣的怪物哪裡可以獲得的催化劑，可以使反應魔力蒸氣。
ITEM_20150714_005350	傳送至寬恕者大師面前的卷軸，只有在聖所發生問題時可以使用，無理的囤貨是沒有意義。
ITEM_20150714_005351	裝著怪物從人類哪裡偷走的各種道具的袋子，仔細找找也許可以找到拓本道具。
ITEM_20150714_005352	怪物內皮紙
ITEM_20150714_005353	可以代替紙張使用的薄膜。
ITEM_20150714_005354	紅色毒藥瓶
ITEM_20150714_005355	據說體液可以改變酸性，請小心不要碰到。
ITEM_20150714_005356	酸性體液
ITEM_20150714_005357	改變酸性的怪物體液，請小心操作。
ITEM_20150714_005358	稀釋液
ITEM_20150714_005359	稀釋有毒物質，有各種用途的稀釋液。
ITEM_20150714_005360	麻痺針
ITEM_20150714_005361	令怪物麻痺的針。
ITEM_20150714_005362	硬毛
ITEM_20150714_005363	製作硬刷子時使用，怪物的硬毛。
ITEM_20150714_005364	硬刷子
ITEM_20150714_005365	可以抖落層層累積的灰塵的粗糙刷子。
ITEM_20150714_005366	克拉烏特草汁
ITEM_20150714_005367	從克拉烏特草中採集的汁，怪物們很喜歡。
ITEM_20150714_005368	骨粉
ITEM_20150714_005369	常見骨粉，據說是讓墨汁可以容易附著的黏著液材料。
ITEM_20150714_005370	特殊墨汁
ITEM_20150714_005371	從鍊金術士大師哪裡獲得的墨汁。
ITEM_20150714_005372	碑石的拓本，斷開命運的線團，彷徨吧！
ITEM_20150714_005373	碑石的拓本，王城的城牆比王城走得更遠！
ITEM_20150714_005374	碑石的拓本，含著金湯匙出生的人生值得一活！
ITEM_20150714_005375	碑石的拓本，就算是已面對死亡後的世界也還是存在著死亡！
ITEM_20150714_005376	重要的碑石拓本
ITEM_20150714_005377	努歐路汀瀑布的神諭師志願生亞特利尤斯給的秘石的拓本，上頭記載著當死亡遇到死亡之後的世界也是存在的內容，是很久之前曾經修練的神諭師志願生們所留下的預言，人們還不知道它的重要性。
ITEM_20150714_005378	平坦的石頭
ITEM_20150714_005379	為製作鏟子而準備的平坦的石塊。
ITEM_20150714_005380	木棍
ITEM_20150714_005381	看起來適合當槌子手把的木棍。
ITEM_20150714_005382	劣質鏟子
ITEM_20150714_005383	隨便製作的鏟子，耐久度不太好，用了一次就好像會壞掉。
ITEM_20150714_005384	抄寫的碑文
ITEM_20150714_005385	本來在納謬寺院址的古庭園的碑石，後來倒下了，從碑石上抄寫下來的碑文。
ITEM_20150714_005386	碑石碎片
ITEM_20150714_005387	看起來像是碑石的石頭碎片。
ITEM_20150714_005388	飼料桶
ITEM_20150714_005389	裝滿鐵匠給的引誘陷阱的桶子，如果搖晃它，引誘陷阱會掉落。
ITEM_20150714_005390	黏稠樹脂
ITEM_20150714_005391	從怪物哪裡取得的黏稠液體，當作黏合劑使用。
ITEM_20150714_005392	乾燥樹叢
ITEM_20150714_005393	搜刮樹叢獲得，好像很易燃。
ITEM_20150714_005394	黏膩的油
ITEM_20150714_005395	從怪物身上取得的油。
ITEM_20150714_005396	寫著阿伊特巴拉斯的記錄的日誌，收集曾經刻在那穆寺院的碑石上的碑文。
ITEM_20150714_005397	骨頭碎片
ITEM_20150714_005398	幽靈范托弓箭手的骨頭碎片，據說被當作是防銹劑的材料使用。
ITEM_20150714_005399	金屬板
ITEM_20150714_005400	尤斯達斯曾經在找的金屬板。
ITEM_20150714_005401	生銹的金屬板
ITEM_20150714_005402	尤斯達斯曾經在找的金屬板，因為掉到井裡，所以生銹得很嚴重。
ITEM_20150714_005403	掛著磁鐵的繩子
ITEM_20150714_005404	尤斯達斯給的繩子和磁鐵，將它掛在井的鎖扣上，可以拿出井底的金屬板。
ITEM_20150714_005405	幽靈范托魔術師的內核
ITEM_20150714_005406	消滅怪物獲得的汁液。
ITEM_20150714_005407	生銹粉末
ITEM_20150714_005408	從生銹的金屬板上刮出的生銹粉，據說會看見某種怪物的反應。
ITEM_20150714_005409	冒泡的液體
ITEM_20150714_005410	冒泡的液體，據說將這個和酸性溶液混合，可製造除銹劑。
ITEM_20150714_005411	阿爾魯達曾經在找的金屬板。
ITEM_20150714_005412	用阿爾魯達給的腐蝕劑使金屬板腐蝕。
ITEM_20150714_005413	曾鋪在藤蔓底下的金屬板，狀態很好。
ITEM_20150714_005414	從怪物哪裡獲得的棍棒，據說很獨特，具有生屬性。
ITEM_20150714_005415	顯現獨特氣息的石頭
ITEM_20150714_005416	顯現奇妙氣息的石頭，跟棍棒磨擦後可以當探測棒使用。
ITEM_20150714_005417	探測棒
ITEM_20150714_005418	可以找出金屬板的探測棒，隨便製作出來的，所以沒辦法用很久。
ITEM_20150714_005419	用探測棒發現的石屬板。
ITEM_20150714_005420	戴米特拉烏斯的研究記錄。
ITEM_20150714_005421	阿爾魯達的研究成果
ITEM_20150714_005422	阿爾魯達這段時間所收集的研究成果。
ITEM_20150714_005423	飼料
ITEM_20150714_005424	凝固劑
ITEM_20150714_005425	鐵匠給的凝固劑。
ITEM_20150714_005426	努歐羅汀瀑布的預言手抄本。
ITEM_20150714_005427	亞特利尤斯給的努歐羅汀瀑布的預言手抄本。
ITEM_20150714_005428	拓本道具袋
ITEM_20150714_005429	為了仿制碑石拓本而準備的道具。
ITEM_20150714_005430	墨汁定影液
ITEM_20150714_005431	幫助讓墨汁可以好好地附著在碑石上的定影液。
ITEM_20150714_005432	蘭姆貝兒的毛球
ITEM_20150714_005433	從蘭姆貝兒的身體剪下來的白色毛球，不知道是不是因為沾了污垢，看起來像是灰色。
ITEM_20150714_005434	拜杜塔斯特制香爐
ITEM_20150714_005435	拜杜塔斯所組合的裝有特制的香的香爐，據說會讓布貝們感到無力。
ITEM_20150714_005436	引發布貝們產生幻覺，讓他們無法出現在入口附近的化學作用劑。
ITEM_20150714_005437	莫厄之瘤
ITEM_20150714_005438	潘圖們的天敵，裝著莫厄之瘤的袋子，味道很難聞。
ITEM_20150714_005439	漁人之眼
ITEM_20150714_005440	漁人之眼，好像會透視似的。
ITEM_20150714_005441	艾倫的精髓
ITEM_20150714_005442	積在艾倫體內的精髓，很黏稠。
ITEM_20150714_005443	奇怪的串繩
ITEM_20150714_005444	艾倫的精髓和漁人之眼適當地串在一起製作而成的。
ITEM_20150714_005445	靈魂之眼
ITEM_20150714_005446	可以看見隱藏的靈魂的靈魂之眼，騎士團長烏斯卡為了調查柯拉佩達市長失蹤事件，親自拜託邪靈祭司瑪嬤製作的物品。
ITEM_20150714_005447	提尼的精髓
ITEM_20150714_005448	填補草人所需要的材料。
ITEM_20150714_005449	安慰之珠
ITEM_20150714_005450	為了安慰枉死的安德伊村莊居民，邪靈祭司大師所準備的。
ITEM_20150714_005451	完整的安慰之珠
ITEM_20150714_005452	完整充滿的安慰之珠，可以安慰枉死的安德伊村莊居民。
ITEM_20150714_005453	權能水晶
ITEM_20150714_005454	為了淨化荊棘林而準備的蘊藏薩勒女神權能的水晶。
ITEM_20150714_005455	寒氣水晶
ITEM_20150714_005456	寒冰法師大師的魔道具，連怪物的靈魂都會結冰。
ITEM_20150714_005457	被冰凍的靈魂破片
ITEM_20150714_005458	因為寒氣水晶而結冰的怪物，從牠們身上冒出來的靈魂破片。
ITEM_20150714_005459	純粹的寒氣結晶
ITEM_20150714_005460	寒冰法師大師的實驗所需的材料。
ITEM_20150714_005461	茲貝克的晶球
ITEM_20150714_005462	為了可以很容易找到茲貝克所隱藏的物品所製作的晶球。
ITEM_20150714_005463	奧斯特雅女神的紋章
ITEM_20150714_005464	復原烏奇斯耕作地的封印塔所需要的紋章。
